participantID,meetID,teamID
Trent J Hooton_HS_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,HS2021
Wiktor Wyszogrodzki_HS_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,HS2021
Andrew J Lohman_CB_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,CB2021
Shane W Monroe_CB_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,CB2021
Evan A Dent_HS_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,HS2021
Eli B Levine_HS_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,HS2021
Liam C Khoriaty_CB_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,CB2021
Andrew G Christofferson_CB_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,CB2021
Nicolas S Christofferson_CB_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,CB2021
Yuto A Matsuki_HS_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,HS2021
Luke T Bernasek_CB_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,CB2021
Jackson B Wright_HS_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,HS2021
Adam J Kunz_HS_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,HS2021
Kayan S Gajendragadkar_CB_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,CB2021
John S Berik_HS_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,HS2021
Finn S Grundhoefer_CB_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,CB2021
Aidan J Roche_HS_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,HS2021
Oliver A Edwards_CB_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,CB2021
Evan P Farley_HS_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,HS2021
Henry E Hesketh_CB_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,CB2021
Daniel L Galinsky_CB_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,CB2021
Peter A Zemek_HS_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,HS2021
Carden L Nolan_CB_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,CB2021
Oliver M Tolar_HS_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,HS2021
Jack M Perlish_CB_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,CB2021
Robert D Oremland_CB_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,CB2021
Hiroto S Matsuki_HS_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,HS2021
Marco M Gutierrez_CB_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,CB2021
Tyson L Walther_HS_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,HS2021
Trent J Hooton_HS_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,HS2021
Curan K Palmer_HS_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,HS2021
Matthew M Rose_CB_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,CB2021
Landon M Moore_HS_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,HS2021
Liam C Khoriaty_CB_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,CB2021
Brayden M Zee_CB_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,CB2021
William J Dalton_HS_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,HS2021
Tyler M Lentine_CB_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,CB2021
Andrew G Christofferson_CB_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,CB2021
Daniel M Isman_HS_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,HS2021
Stirling L Hamilton_CB_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,CB2021
Jacob C Daniels_HS_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,HS2021
Michael L Owen_HS_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,HS2021
Brayden L Roth_HS_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,HS2021
Finn S Grundhoefer_CB_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,CB2021
Ryan T VerWest_HS_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,HS2021
Carter M Huey_HS_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,HS2021
Gabriel D Hanson_HS_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,HS2021
Maddox S Cory_CB_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,CB2021
Luke U Zemek_HS_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,HS2021
Aiden M Nolan_CB_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,CB2021
Beau E Lochmann_HS_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,HS2021
Joshua J Friend_CB_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,CB2021
Pranav V Budharaju_CB_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,CB2021
Cameron J Parkhomenko_CB_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,CB2021
Connor T Barlotta_HS_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,HS2021
Lucas M Stadelmann_HS_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,HS2021
Jasper J Majeed-Hall_CB_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,CB2021
Charles R Erlanger_HS_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,HS2021
Wiktor Wyszogrodzki_HS_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,HS2021
Colin P Francis_CB_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,CB2021
Jacob M Owen_HS_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,HS2021
Andrew J Lohman_CB_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,CB2021
John M Reyburn_CB_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,CB2021
Eli B Levine_HS_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,HS2021
Rajan D Bhargava_CB_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,CB2021
Arav Y Bhargava_CB_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,CB2021
Yuto A Matsuki_HS_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,HS2021
Daniel M Isman_HS_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,HS2021
Colin R Sartori_CB_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,CB2021
Michael L Owen_HS_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,HS2021
Will D TaylorAidan J RocheCarter M HueyBrayden L Roth_HS_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,HS2021
Andrew J RoseKayan S GajendragadkarFinn S GrundhoeferTimothy F Friend_CB_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,CB2021
Pranav V BudharajuManuel M MaherMatthew M RoseTyler M Lentine_CB_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,CB2021
Lucas M StadelmannGabriel D HansonCuran K PalmerDaniel M Isman_HS_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,HS2021
Manuel M MaherHenry E HeskethMaddox S CoryDaniel L Galinsky_CB_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,CB2021
Gabriel D HansonEvan P FarleyLuke U ZemekBeau E Lochmann_HS_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,HS2021
Paxton C WarinRobert D OremlandJack M PerlishPranav V Budharaju_CB_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,CB2021
Charles R ErlangerHiroto S MatsukiConnor T BarlottaLucas M Stadelmann_HS_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,HS2021
Wiktor WyszogrodzkiCuran K PalmerJacob M OwenLandon M Moore_HS_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,HS2021
Andrew J LohmanMatthew M RoseColin P FrancisShane W Monroe_CB_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,CB2021
Nicolas S ChristoffersonTyler M LentineRajan D BhargavaAndrew G Christofferson_CB_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,CB2021
Jackson B WrightDaniel M IsmanYuto A MatsukiAdam J Kunz_HS_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,HS2021
Eleanor R Hook_CB_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,CB2021
Emma J Maher_CB_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,CB2021
Eva T Vayra_HS_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,HS2021
Nora C Erlanger_HS_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,HS2021
Lily M Kissinger_HS_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,HS2021
Caroline M Flinn_CB_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,CB2021
Jenna N Zee_CB_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,CB2021
Mara B Wilson_CB_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,CB2021
Lilah T Gallagher_CB_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,CB2021
Emma Stadelmann_HS_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,HS2021
Olivia A Berik_HS_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,HS2021
Nora M Langley_HS_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,HS2021
Merrell M Palmer_HS_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,HS2021
McKenzie L Cory_CB_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,CB2021
Jacqueline S Furches_CB_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,CB2021
Sydney M Levine_HS_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,HS2021
Gillian M Dent_HS_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,HS2021
Erika B Noreika_CB_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,CB2021
Sabrina L Boughanem_HS_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,HS2021
Ella L Smith_HS_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,HS2021
Aliyah M Majeed-Hall_CB_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,CB2021
Katharine L Taylor_HS_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,HS2021
Emily K Reyburn_CB_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,CB2021
Islay A Hamilton_CB_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,CB2021
Caroline P Burgeson_CB_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,CB2021
Emily N Friedman_CB_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,CB2021
Allison M Martin_HS_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,HS2021
Sydney-Cate C Thornett_CB_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,CB2021
Mari Klaire Morris Larkin_HS_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,HS2021
Maeve M Obrist_HS_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,HS2021
Emma J Maher_CB_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,CB2021
Mikayla B McBride_HS_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,HS2021
Sienna C Shaheen_CB_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,CB2021
Charlotte A Segreti_HS_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,HS2021
Eva T Vayra_HS_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,HS2021
Caroline M Flinn_CB_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,CB2021
Mary M Tolar_HS_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,HS2021
Mara B Wilson_CB_Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,Highlands_Swim(138.0)_at_Chesterbrook(282.0)_2021,CB2021
